title,description,sector,foundation_year,location,url,page
Goodshine AG ,Swiss marketleader in online couponing,unknown,2010,Zürich,http://www.deindeal.ch,110
Kuros Biosciences AG,Pioneering solutions for bone healing,Biotech,1995,Schlieren,https://kurosbio.com/,110
Insur-Online AG,Digital Insurance Platform,Fintech,2011,Zollikerberg,http://insur-online.com,110
Innoview Sàrl&nbsp;,Advanced smartphone authentication of tracing marks.,Software,2016,Epalinges,https://www.innoview.ch/,110
pier4all AG (enablerr),enablerr - next generation business solution,Software,2019,Luzern,http://www.enablerr.ch,110
Gonnado AG,We track the sales generated by online ads in retail stores.,unknown,2016,Bern,http://www.gonnado.com,111
HR Matching AG,Jobzippers is the Swiss and European career community to shape your individual career path.,Software,2011,Winterthur,http://www.hrmatching.com,111
The Singularity Group AG,Rethink Innovation Investments,Fintech,2017,Zurich,https://www.singularity-group.com/,111
On AG,Introducing zero-gravity running,unknown,2010,Zollikon,https://www.on-running.com,111
SiMPLInext SA,Intelligent in-vitro toxicology testing.,Biotech,2016,Biel/ Bienne,http://www.simplinext.com,111
Moneygrid,Money and Society  We put new economic-models into paper,Fintech,2022,Bern,https://moneygrid.net/,111
Eyeware Tech SA,Attention Sensing with 3D Eye Tracking,SoftwareCleantech,2016,Martigny,http://www.eyeware.tech,111
onCyt Microbiology AG ,High-Resolution Microbial Monitoring and Laboratory Automation,Cleantech,2017,Zürich,http://oncyt.com/,111
pCloud AG,Cloud storage solutions,Software,2014,Zug,https://www.pcloud.com/de/home.html,111
The eLocations Ltd,The Retail Property Decision Maker,Fintech,2017,Zug,http://www.eLocations.com,111
AlpenHirt GmbH,Combining tradition with innovation to deliver a high-quality and natural Bündnerfleisch.,unknown,2014,Tschiertschen,http://www.alpenhirt.ch,111
Yapeal AG,Digital bank,Fintech,2018,Zürich,https://yapeal.ch/,111
F ECTIVE AG,Agile workforce platform to manage internal resources more effectively,unknown,2016,Weisslingen,https://fective.ch,112
WindShape Sàrl,Modular wind generation units,Cleantech,2017,Bernex,http://www.windshape.ch/,112
Pickwings AG,Pickwings – Digitalization of the transport industry,Software,2017,Baar,https://pickwings.ch,112
FluidSolids AG,Waste to value,EngineeringCleantech,2011,Zürich,http://www.fluidsolids.com,112
Olympe SA,Platform for tangible digital transformation,Software,2015,Lausanne,https://olympe.io,112
yllyl,Ed tech and services for personal life long learning,Software,2020,Givisiez,http://www.yllyl.ch,112
G-Elements GmbH,Cylindrical grinding machines,unknown,2016,Dübendorf,http://www.g-elements.ch/,112
Blueshift Pharma GmbH,Intelligent UV filters.,Engineering,2008,Zürich,http://www.blueshift-pharma.com,112
Skope Magnetic Resonance Technologies GmbH ,Measurement instruments for the magnetic resonance imaging (MRI) market,Medtech,2011,Zürich,http://www.skope.ch,112
GeneGuide AG,Finding new treatments through human genomics,Biotech,2013,Basel,http://www.geneguide.com,112
Linguistic Search Solutions AG,Linguistic identity matching,Software,2008,Baar,http://www.linguisticsearchsolutions.com,112
Futurae Technologies AG,Secure Authentication for users has never been easier,SoftwareFintech,2016,Zurich,https://www.futurae.com,112
MAGMENT GmbH,Wireless charging solutions with magnetizable concrete,EngineeringCleantech,2015,Unterhaching,https://www.magment.de,113
talendo ,Job lisitng platform for students &amp; graduates in Switzerland,unknown,2013,Zürich,https://www.talendo.ch/,113
AlgoTrader AG,Quantitative trading solutions for financial institutions,SoftwareFintech,2014,Zürich,https://www.algotrader.com,113
DermAbiotech Sàrl,Innovative targeted therapies for acute T cell-mediated inflammatory diseases,Biotech,2014,Plan-les-Ouates,unknown,113
Mt Pelerin Group SA,Building a New Bank for the New Economy,Fintech,2018,Geneva,https://www.mtpelerin.com/,113
arviem AG,arviem is an independent Global Cargo Monitoring Service provider.,EngineeringCleantech,2008,Baar,http://www.arviem.com,113
Swiss Medical Union SA ,Finding the right treatment for cancer patients,Biotech,2019,Yverdon-les-Bains,http://www.medicalunion.swiss,113
Digital Chameleon GmbH,Quality Revolution with Swiss Excellence,unknown,2019,Basel,https://www.digital-chameleon.ch/,113
NALA.care GmbH,AI-based digital therapeutic for chronic skin conditions,Medtech,2020,Zurich,https://www.nala.care/,113
IDEAO SA,We impact people's lives through Technology and Education,Software,2014,Lausanne,http://www.ideao.ch,113
Wild Foods GmbH,The vegan alternative to Lox,unknown,2020,Kiental,https://www.wildfoods.ch,113
REGDATA SA,Data Driven Business,unknown,2018,Epalinges,https://www.regdata.ch/,113
Eturnity AG,Enhanced efficiency and customer-centricity in consultation for decentralized energy systems,Cleantech,2012,Chur,http://www.eturnity.ch,114
EarlySight SA,Imaging early signs of retinal diseases years in advance,Medtech,2019,Lausanne,http://www.earlysight.com,114
Smartwatcher Technologies AG,The ideal personal safety device,unknown,2015,Zürich,https://www.smartwatcher.com,114
SmartHelio Sarl,AI-based advanced analytics for solar plant diagnostics,Cleantech,2019,Lausanne,https://www.smarthelio.com/,114
OneDoc SA,Find the right doctor/specialist nearby and book an appointment instantly online,unknown,2016,Geneva,https://www.onedoc.ch/en/,114
Ethimedix SA,Medical device company featuring a proprietary biometric medication dispenser,Medtech,2010,Nyon,http://www.ethimedix.com,114
CARU AG,Empowering older adults to age in place,Cleantech,2017,Zurich,https://caruhome.com,114
Mediaa Ads AG,Geofencing out of home infotainment,Software,2016,Basel,https://mediaa.ch/,114
Pregnolia AG,Predicting the risk of premature birth,Medtech,2016,Schlieren,http://www.pregnolia.com,114
Smarterchains SA,Enable Leaders to Create Smart &amp; Sustainable Factories,Software,2018,Geneva,https://www.smarterchains.com/,114
Aero41 SA,Ecoresponsible and inteligent (AI) crop protection UAV,Engineering,2019,Aigle,http://www.aero41.ch,114
Medlight S.A ,Diagnostics and therapeutic light technologies,Medtech,1997,Ecublens,http://www.medlight.com,114
Enso Labs AG,unknown,unknown,2021,Zurich,https://www.enso.finance/,115
Inteq Insurance Solutions AG,Exceptional Insurtech Experience,unknown,2017,Wallisellen,https://www.inteq.ch/,115
AlgoTrader AG,Quantitative trading solutions for financial institutions,SoftwareFintech,2014,Zürich,https://www.algotrader.com,115
b-cube AG (aquired by Scanco Medical AG),Micro-computed tomography (microCT) services,Software,2008, Brüttisellen,http://www.b-cube.ch,115
GetYourGuide AG,Booking website for tours and activities,unknown,2008,Zürich,http://www.getyourguide.com,115
Smartodont GmbH,Intelligent dental products,Medtech,2011,Zürich,http://www.smartodont.ch,115
Ethical Skin Care SA (zilooa.com),Cosmetology in harmony with the environment,Medtech,2011,Neuchâtel,http://www.ethicalskincare.ch,115
ROMO Wind AG,Helping wind farm owners to get the very best out of their investments,Cleantech,2011,Baar,http://romowind.com,115
ORACAN Sàrl,unknown,Biotech,2018,Ecublens ,unknown,115
RIBE Moto GmbH,Motorbike as a Service,SoftwareCleantech,2020,Fällanden,https://ribeme.ch/,115
Web4nuts Sàrl,Solution for event management,Software,2010,Fribourg,http://www.groople.ch,115
LIMBIC LIFE AG,Seating concept based on medicine and neuroscience,Engineering,2007,Zürich,http://www.limbic-life.com,115
BePooler S.A.,Enterprise car-pooling platform,SoftwareCleantech,2015,Lugano,https://www.bepooler.com,116
DFS Digital Footwear Solutions AG,The digital future of the footwear industry,SoftwareCleantech,2018,Glattbrugg,https://dfs.cloud/,116
elblox AG,Going green made simple,FintechCleantech,2018,Olten,https://elblox.com/,116
Tombooks Sàrl ,Sheet music that scrolls automatically with the music,unknown,2010,Pully,https://tomplay.com,116
Velolock Ltd.,Smart GPS bike lock accessible through smartphones.,Engineering,2022,Beckley,http://www.velolock.com,116
IMMOYOU AG,Club invest in real estate,Fintech,2017,Zurich,https://immoyou.ch/,116
Adultimum AG,"On the way to serial production of unique complex hollow lightweight parts for robotics, machine industries and sporting goods.",EngineeringCleantech,2015,St. Gallen,http://www.adultimum.eu,116
HEALIOS GMBH,Transforming neuroscience through digital innovation,Medtech,2012,,https://healios.io/,116
Lamassu Industries AG,A new generation of Bitcoin ATMs,Fintech,2018,Root,https://lamassu.is/,116
The Singularity Group AG,Rethink Innovation Investments,Fintech,2017,Zurich,https://www.singularity-group.com/,116
Gait Up SA ,Wearable sensors for runners.,Medtech,2013,Lausanne,http://www.gaitup.com,116
Seniors Group GmbH,Platform that connects experienced pensioners with individuals and companies,unknown,2018,Basel,http://www.seniorsatwork.ch,116
SANDSIV,Leveraging big data with superior customer intelligence,Software,2009,Zurich,http://www.sandsiv.com,117
senseFly SA ,Smart flying cameras,Engineering,2009,Cheseaux-Lausanne,http://www.sensefly.com,117
Zoundream,Unfolding newborns' cries,Software,2019,Basel,unknown,117
Noorik Biopharmaceuticals AG,Developing N-001 for the prevention of vontrast-induced acute kidney injury,Biotech,2010,Riehen,http://www.noorik.com,117
Ambrosus Technologies GmbH,Trusted quality of food and medicine,unknown,2017,Zug,unknown,117
katia SA,Fighting unwanted calls,unknown,2015,Martigny,http://www.katia.ch,117
Smarterchains SA,Enable Leaders to Create Smart &amp; Sustainable Factories,Software,2018,Geneva,https://www.smarterchains.com/,117
UrbanAlps AG,Stealth Key: world's first 3D metal printed key,Engineering,2014,Zürich,http://www.urbanalps.com,117
Aqua + Tech Specialities SA,There is Always a Solution,Cleantech,2003,La Plaine CP 28 Geneva,http://www.aquaplustech.com,117
Dacuda AG ,Scanning redefined,Software,2009,Zürich,https://www.magicleap.com/,117
Fea App,Mobile Banking App Built To Help Women Save And Spend Wisely,Fintech,2019,Glattfelden,https://feaapp.com/,117
Pricenow AG (former Skinow GmbH),SaaS to digitize the skiing industry with dynamic pricing,Fintech,2017,Reichenbach,https://skinow.ch/,117
RAAAM,Smallest On-Chip Memory Technology for Integrated Circuits,Engineering,2022,Ecublens,unknown,118
CiaoBox Sagl,Storage platform for physical items,unknown,2016,Rivera,https://ciaobox.ch/en/,118
MyAirSeat GmbH,Helping commercial air operators to increase capacity utilization and generate additional flights,Software,2015,Baltschieder,http://www.my-air-seat.com,118
NATURALEA SA (Crownhealth),Vegan protein bars,unknown,2014,Lugano,https://crownhealth.ch/,118
Nerds with Glasses GmbH,Design system for custom tailored clothing.,Software,2015,Zürich,unknown,118
DigiComCore SA,The first telecom system foundry,Engineering,2008,Lausanne,http://www.digicomcore.com,118
customweb GmbH (sellxed),Leading provider of state-of-the-art e-payment solutions,SoftwareFintech,2008,Winterthur,http://www.customweb.ch,118
Battrion AG,Fabrication technology for lithium ion battery electrodes,Cleantech,2015,Dübendorf,http://www.battrion.com,118
BigOmics Analytics Sagl,"Analyze your omics data 10 times faster, 100 times smarter",Biotech,2018,Bellinzona,http://bigomics.ch/,118
Smartcanula Sàrl,unknown,Engineering,2004,Lausanne,http://www.smartcanula.com,118
Gondola Medical Technologies SA,Treatment for motor symptoms of neurodegenerative diseases,Medtech,2011,Epalinges,https://www.gondola-medical.com/,118
Zemp Business Solutions AG,We provide the center of a retailers OMNI Channel strategy,unknown,2018,Root,https://zemp.io/,118
Dicronis Sagl,Improving the quality of life of cancer patients,Medtech,2018,Monteggio,https://www.dicronis.com/,119
"Klapp - Professionelle Kommunikation, die klappt!","Communiction platform for schools, kindergartens and parents",Software,2018,Fislisbach,https://www.klapp.pro,119
Swiss Fintech AG (Loanboox),European debt capital market platform,Fintech,2015,Zürich,http://www.loanboox.com,119
Synple Chem AG,Making synthesis of new molecules as easy as capsule coffee,Engineering,2016,Zurich,http://www.synplechem.com,119
Pick8ship Technology AG,unknown,unknown,2022,Wallisellen ,unknown,119
Terrasense Switzerland AG,Expert monitoring and consulting services to the field of natural hazards and mining sector,Engineering,2010,Buchs,http://www.terrasense.ch,119
DermAbiotech Sàrl,Innovative targeted therapies for acute T cell-mediated inflammatory diseases,Biotech,2014,Plan-les-Ouates,unknown,119
Ponera Group Sagl,We designed an innovative modular pallet system.,EngineeringCleantech,2019,Lugano,http://www.poneragroup.com,119
iPros Sàrl,Intelligent processes,Software,2010,Cheseaux-sur-Lausanne,http://www.ipros.ch,119
Amphasys AG,Single cell analysis based on impedance flow cytometry,Engineering,2012,Root D4,http://www.amphasys.com/,119
VRMotion AG (VRM-Switzerland),AR/VR flight training solutions,Software,2016,Schaffhausen,unknown,119
MovementSciences AG,Delivering movement for life,Medtech,2019,Zürich,http://www.movementsciences.ch,119
imito AG,Radically simplifying the processes of clinical documentation,unknown,2016,Zürich,http://imito.io,120
PRECLIN Biosystems SA ,In vivo preclinical testing platform,Biotech,2008,Epalinges,http://www.preclinbiosystems.com,120
CLARA Swiss Tech Sagl,Ultra bright turn signal vest for cyclists and runners,Engineering,2015,Lugano,http://claraswisstech.com/,120
STIMIT AG,STIMIT empowers patients to breathe.,Medtech,2018,Nidau,http://www.stimit.com,120
BioXpress Therapeutics SA,High-quality biosimilar biologic APIs for unmet need indications,Biotech,2008,Plan-les-Quates,http://bioxpress.com/,120
8gears AG (Z-RECHNUNG),Automated invoice management,SoftwareFintech,2015,Zollikon,https://z-rechnung.com/,120
abc biopply ag,Novel and innovative 3D cell culture system,Biotech,2017,Solothurn,https://biopply.com/,120
proinity GmbH,"A simple, fast and reliable content delivery network (CDN)",unknown,2013,Winterthur,https://www.keycdn.com,120
Vidi Systems ,"Enabling computers, machines and robots to make sense of images",unknown,2002,Villaz-St-Pierre,http://www.nivalisgroup.ch,120
usekit ,"Making teamwork simple, secure and efficient",Software,2009,Cham,http://useKit.com,120
picoDRILL SA,Technology for micro-machining and processing thin glass,Engineering,2007,Lausanne,http://www.picodrill.com,120
Attolight SA,Ultrafast spectroscopy for NanoPhotonics,Engineering,2008,Lausanne,https://attolight.com/,120
iPros Sàrl,Intelligent processes,Software,2010,Cheseaux-sur-Lausanne,http://www.ipros.ch,121
INAIT SA,Innate Neural Artificial Intelligence Technologies,Biotech,2016,Lausanne,https://www.inait.ai/,121
SixSq Sàrl,Cloud computing solutions,Software,2007,Geneva ,http://sixsq.com,121
